landmark,x, y, z
PCLOrigin,-61.87,26.78,1270.67
femoralCenter,-67.40,4.66,1251.54
greaterTrochanter,-119.21,52.20,1701.83
hipCenter,-67.75,34.50,1701.97
lateralCondyle,-92.41,10.81,1246.51
lateralEpicondyle,-106.84,11.69,1271.04
lateralPosteriorCondyle,-95.50,37.98,1266.53
medialCondyle,-42.20,23.20,1241.51
medialEpicondyle,-26.93,22.11,1267.76
medialPosteriorCondyle,-48.44,49.69,1262.22
medialSulcus,-29.76,27.13,1265.24
midfemurCenter,-83.45,8.62,1486.49
whitesideReference,-64.56,-11.82,1264.82
