landmark,x, y, z
hipCenter,-80.42,21.06,-82.91
greaterTrochanter,-120.99,40.53,-80.64
femoralCenter,-84.68,29.31,-493.10
whitesideReference,-86.23,10.51,-481.81
lateralCondyle,-106.19,37.68,-498.12
medialCondyle,-58.75,35.43,-502.17
lateralPosteriorCondyle,-100.38,65.40,-478.95
medialPosteriorCondyle,-55.41,64.54,-482.58
midfemurCenter,-99.30,14.81,-284.37
PCLOrigin,-72.29,46.84,-474.50
lateralEpicondyle,-119.10,43.42,-473.42
medialSulcus,-44.76,40.51,-480.01
medialEpicondyle,-43.50,33.62,-476.87
