landmark,x, y, z
PCLOrigin,-78.28,60.58,1033.75
femoralCenter,-83.06,36.90,1012.77
greaterTrochanter,-157.82,46.50,1451.80
hipCenter,-104.89,27.04,1454.14
lateralCondyle,-109.60,40.32,1006.51
lateralEpicondyle,-123.41,41.37,1032.19
lateralPosteriorCondyle,-111.90,67.44,1026.90
medialCondyle,-63.31,53.68,1002.49
medialEpicondyle,-45.59,54.16,1030.78
medialPosteriorCondyle,-63.78,81.31,1025.49
medialSulcus,-47.31,58.63,1028.37
midfemurCenter,-111.81,24.84,1240.25
whitesideReference,-79.04,17.13,1029.62
