landmark,x, y, z
hipCenter,-94.39,-151.11,-52.29
greaterTrochanter,-156.40,-132.33,-45.66
femoralCenter,-135.82,-145.64,-530.46
whitesideReference,-137.05,-169.03,-514.56
lateralCondyle,-161.41,-139.20,-534.51
medialCondyle,-108.63,-135.35,-540.64
lateralPosteriorCondyle,-160.23,-102.25,-507.78
medialPosteriorCondyle,-106.49,-101.33,-515.01
midfemurCenter,-141.74,-155.51,-281.61
PCLOrigin,-123.70,-122.13,-508.47
lateralEpicondyle,-179.36,-127.36,-503.02
medialSulcus,-90.10,-130.06,-515.15
medialEpicondyle,-87.68,-137.16,-511.97
