landmark,x, y, z
hipCenter,87.69,-125.32,1469.32
greaterTrochanter,146.44,-118.14,1466.86
femoralCenter,120.39,-126.94,1022.40
whitesideReference,116.68,-143.65,1037.83
lateralCondyle,145.38,-121.82,1018.06
medialCondyle,96.65,-110.16,1013.05
lateralPosteriorCondyle,150.22,-90.44,1040.41
medialPosteriorCondyle,97.77,-78.95,1036.25
midfemurCenter,123.42,-133.60,1251.04
PCLOrigin,111.60,-101.59,1043.43
lateralEpicondyle,161.18,-117.71,1044.49
medialSulcus,79.07,-102.49,1036.85
medialEpicondyle,75.47,-108.20,1040.89
