landmark,x, y, z
PCLOrigin,-99.73,14.05,-474.41
femoralCenter,-106.19,-4.53,-491.98
greaterTrochanter,-136.06,10.06,-125.62
hipCenter,-90.65,-3.08,-134.15
lateralCondyle,-126.21,-2.21,-495.35
lateralEpicondyle,-140.54,-3.42,-472.48
lateralPosteriorCondyle,-131.74,22.76,-475.37
medialCondyle,-83.98,6.68,-499.32
medialEpicondyle,-68.18,8.67,-472.88
medialPosteriorCondyle,-91.07,33.29,-478.85
medialSulcus,-69.79,14.66,-476.39
midfemurCenter,-104.78,-12.46,-431.94
whitesideReference,-101.48,-23.18,-481.17
