landmark,x, y, z
PCLOrigin,-70.87,44.97,1045.99
femoralCenter,-72.18,25.38,1024.49
greaterTrochanter,-134.19,9.82,1454.14
hipCenter,-86.79,11.12,1457.58
lateralCondyle,-94.85,25.43,1017.53
lateralEpicondyle,-114.77,27.42,1043.85
lateralPosteriorCondyle,-107.45,51.38,1040.09
medialCondyle,-51.78,40.55,1016.51
medialEpicondyle,-35.60,44.44,1048.36
medialPosteriorCondyle,-60.49,69.88,1039.60
medialSulcus,-38.07,50.12,1044.34
midfemurCenter,-93.23,3.94,1248.49
whitesideReference,-68.07,5.48,1037.24
