landmark,x, y, z
PCLOrigin,-89.99,-111.77,1059.47
femoralCenter,-95.77,-132.22,1038.84
greaterTrochanter,-131.75,-144.01,1416.88
hipCenter,-88.42,-156.04,1416.57
lateralCondyle,-112.01,-131.88,1034.27
lateralEpicondyle,-131.80,-124.32,1057.55
lateralPosteriorCondyle,-118.27,-98.85,1053.92
medialCondyle,-75.14,-119.62,1032.25
medialEpicondyle,-57.66,-119.99,1057.23
medialPosteriorCondyle,-78.38,-91.55,1053.33
medialSulcus,-59.62,-113.35,1053.93
midfemurCenter,-106.52,-153.89,1234.22
whitesideReference,-92.98,-150.55,1049.99
