landmark,x, y, z
PCLOrigin,-108.99,34.13,1533.14
femoralCenter,-123.13,15.66,1516.40
greaterTrochanter,-114.95,24.34,1915.50
hipCenter,-68.55,12.30,1914.22
lateralCondyle,-142.22,25.13,1512.50
lateralEpicondyle,-156.28,30.76,1538.38
lateralPosteriorCondyle,-141.77,53.08,1533.02
medialCondyle,-97.65,22.82,1505.52
medialEpicondyle,-81.72,18.67,1529.03
medialPosteriorCondyle,-91.42,48.46,1525.55
medialSulcus,-83.04,24.45,1525.53
midfemurCenter,-115.16,8.18,1720.49
whitesideReference,-122.98,-0.04,1529.57
