landmark,x, y, z
PCLOrigin,-42.41,37.30,-519.36
femoralCenter,-52.07,21.84,-540.85
greaterTrochanter,-131.48,-7.45,-118.68
hipCenter,-87.86,-23.99,-107.86
lateralCondyle,-72.54,25.85,-545.24
lateralEpicondyle,-89.42,32.78,-524.04
lateralPosteriorCondyle,-71.95,54.56,-526.90
medialCondyle,-30.32,27.11,-547.74
medialEpicondyle,-17.34,24.17,-519.02
medialPosteriorCondyle,-27.85,53.57,-526.09
medialSulcus,-16.60,32.18,-522.85
midfemurCenter,-77.49,-10.29,-374.01
whitesideReference,-52.70,6.91,-532.36
