landmark,x, y, z
hipCenter,76.07,-13.16,-135.83
greaterTrochanter,128.72,1.11,-123.66
femoralCenter,117.44,-35.23,-561.00
whitesideReference,119.07,-52.14,-545.09
lateralCondyle,139.69,-19.08,-570.86
medialCondyle,90.35,-25.06,-573.36
lateralPosteriorCondyle,134.55,8.01,-548.69
medialPosteriorCondyle,84.66,4.88,-553.04
midfemurCenter,124.06,-22.90,-345.89
PCLOrigin,104.98,-12.59,-545.09
lateralEpicondyle,155.52,-14.04,-541.79
medialSulcus,71.13,-22.55,-550.31
medialEpicondyle,70.02,-27.61,-547.96
