landmark,x, y, z
PCLOrigin,-78.11,52.85,-473.06
femoralCenter,-84.17,30.34,-494.87
greaterTrochanter,-145.96,4.15,-93.64
hipCenter,-99.57,-1.60,-102.06
lateralCondyle,-107.37,31.64,-501.07
lateralEpicondyle,-124.52,37.99,-476.97
lateralPosteriorCondyle,-112.39,60.06,-479.83
medialCondyle,-61.21,43.96,-501.11
medialEpicondyle,-44.61,47.53,-471.95
medialPosteriorCondyle,-65.27,72.03,-480.13
medialSulcus,-47.35,55.31,-475.92
midfemurCenter,-100.28,11.80,-359.88
whitesideReference,-81.43,12.59,-483.29
