landmark,x, y, z
PCLOrigin,-80.53,-108.96,1159.04
femoralCenter,-92.70,-129.44,1135.89
greaterTrochanter,-147.77,-142.24,1621.01
hipCenter,-93.06,-153.41,1617.40
lateralCondyle,-118.16,-123.14,1129.60
lateralEpicondyle,-135.65,-117.24,1157.79
lateralPosteriorCondyle,-119.40,-89.26,1152.73
medialCondyle,-65.84,-120.75,1124.98
medialEpicondyle,-46.77,-119.17,1156.21
medialPosteriorCondyle,-65.35,-87.70,1152.01
medialSulcus,-47.81,-113.65,1153.47
midfemurCenter,-112.52,-157.65,1383.87
whitesideReference,-90.28,-151.55,1149.59
