landmark,x, y, z
hipCenter,-86.57,187.91,1001.00
greaterTrochanter,-138.01,198.87,1010.25
femoralCenter,-74.16,152.74,571.06
whitesideReference,-74.79,132.84,588.32
lateralCondyle,-98.18,159.70,564.15
medialCondyle,-48.55,168.28,562.17
lateralPosteriorCondyle,-97.11,191.80,587.00
medialPosteriorCondyle,-53.19,198.22,586.24
midfemurCenter,-86.13,151.04,686.42
PCLOrigin,-65.60,179.88,592.34
lateralEpicondyle,-115.60,164.76,590.17
medialSulcus,-32.77,173.71,588.06
medialEpicondyle,-31.62,167.18,591.04
