landmark,x, y, z
hipCenter,-98.91,25.52,-176.53
greaterTrochanter,-155.89,37.93,-170.57
femoralCenter,-93.86,14.38,-609.64
whitesideReference,-92.39,-6.60,-597.53
lateralCondyle,-122.78,22.19,-617.61
medialCondyle,-62.67,27.39,-620.11
lateralPosteriorCondyle,-121.76,53.30,-593.21
medialPosteriorCondyle,-66.71,59.18,-593.63
midfemurCenter,-118.71,12.33,-386.39
PCLOrigin,-84.79,36.59,-588.84
lateralEpicondyle,-137.45,24.43,-588.45
medialSulcus,-50.88,31.12,-592.23
medialEpicondyle,-47.53,25.80,-589.59
