landmark,x, y, z
hipCenter,-106.47,-138.52,-477.52
greaterTrochanter,-165.56,-134.18,-478.57
femoralCenter,-122.60,-168.54,-918.72
whitesideReference,-116.66,-189.76,-899.10
lateralCondyle,-154.63,-161.52,-927.00
medialCondyle,-99.16,-148.24,-930.32
lateralPosteriorCondyle,-158.47,-136.82,-905.95
medialPosteriorCondyle,-110.52,-117.32,-907.88
midfemurCenter,-126.12,-172.84,-719.50
PCLOrigin,-125.87,-141.71,-899.62
lateralEpicondyle,-169.65,-168.41,-898.77
medialSulcus,-82.82,-137.26,-903.80
medialEpicondyle,-80.43,-142.14,-900.36
