landmark,x, y, z
hipCenter,-74.15,7.99,-132.35
greaterTrochanter,-121.53,48.15,-126.87
femoralCenter,-171.77,-10.40,-577.21
whitesideReference,-176.71,-36.15,-557.51
lateralCondyle,-194.63,2.39,-581.95
medialCondyle,-143.46,-5.53,-591.50
lateralPosteriorCondyle,-185.83,34.06,-558.98
medialPosteriorCondyle,-135.69,27.58,-566.23
midfemurCenter,-140.04,8.63,-279.00
PCLOrigin,-156.52,7.68,-559.04
lateralEpicondyle,-207.64,10.98,-552.71
medialSulcus,-125.60,-4.16,-567.93
medialEpicondyle,-124.33,-10.91,-563.24
