landmark,x, y, z
hipCenter,-94.17,0.86,-34.92
greaterTrochanter,-134.67,18.90,-32.70
femoralCenter,-110.57,-17.78,-411.10
whitesideReference,-107.39,-37.52,-399.88
lateralCondyle,-126.14,-14.32,-414.87
medialCondyle,-86.06,-9.28,-419.61
lateralPosteriorCondyle,-130.80,16.36,-396.11
medialPosteriorCondyle,-84.59,18.70,-397.40
midfemurCenter,-122.64,2.78,-108.00
PCLOrigin,-100.60,-1.91,-392.26
lateralEpicondyle,-147.22,-3.95,-390.78
medialSulcus,-68.70,-8.21,-394.96
medialEpicondyle,-67.54,-13.46,-391.76
