landmark,x, y, z
PCLOrigin,-69.74,-130.48,1091.60
femoralCenter,-90.76,-142.17,1066.16
greaterTrochanter,-134.47,-100.73,1533.30
hipCenter,-89.98,-131.54,1535.33
lateralCondyle,-108.11,-121.07,1059.31
lateralEpicondyle,-119.37,-105.18,1090.14
lateralPosteriorCondyle,-87.86,-93.92,1080.85
medialCondyle,-63.16,-151.59,1056.93
medialEpicondyle,-50.43,-164.95,1090.87
medialPosteriorCondyle,-44.70,-125.98,1083.01
medialSulcus,-47.22,-158.86,1087.65
midfemurCenter,-113.99,-138.05,1309.29
whitesideReference,-103.50,-158.71,1081.28
