landmark,x, y, z
hipCenter,-75.55,153.12,-201.73
greaterTrochanter,-120.23,167.02,-195.09
femoralCenter,-95.21,159.35,-618.66
whitesideReference,-96.26,140.40,-604.32
lateralCondyle,-116.97,166.02,-622.41
medialCondyle,-69.55,164.19,-626.15
lateralPosteriorCondyle,-113.37,198.15,-600.11
medialPosteriorCondyle,-65.71,198.79,-602.71
midfemurCenter,-105.94,150.92,-404.93
PCLOrigin,-83.93,177.62,-598.14
lateralEpicondyle,-130.97,174.26,-595.54
medialSulcus,-53.64,170.62,-602.51
medialEpicondyle,-52.76,163.61,-598.87
