landmark,x, y, z
PCLOrigin,-111.45,-181.08,1090.83
femoralCenter,-126.54,-204.83,1072.67
greaterTrochanter,-134.99,-135.31,1487.00
hipCenter,-84.93,-156.38,1474.39
lateralCondyle,-148.25,-190.60,1065.96
lateralEpicondyle,-163.24,-182.13,1094.25
lateralPosteriorCondyle,-144.86,-161.48,1085.36
medialCondyle,-92.45,-193.51,1058.57
medialEpicondyle,-74.33,-195.43,1086.74
medialPosteriorCondyle,-90.95,-162.15,1081.38
medialSulcus,-76.27,-190.24,1082.65
midfemurCenter,-125.45,-184.12,1281.55
whitesideReference,-125.76,-220.03,1086.74
