landmark,x, y, z
PCLOrigin,115.29,-150.66,1039.21
femoralCenter,125.24,-173.30,1016.07
greaterTrochanter,128.06,-95.35,1454.90
hipCenter,76.23,-114.80,1445.38
lateralCondyle,149.95,-162.01,1010.09
lateralEpicondyle,168.85,-155.37,1040.65
lateralPosteriorCondyle,146.29,-131.26,1035.22
medialCondyle,98.09,-163.57,1004.65
medialEpicondyle,75.21,-166.65,1037.80
medialPosteriorCondyle,94.28,-130.71,1030.54
medialSulcus,74.49,-162.37,1034.60
midfemurCenter,129.91,-155.01,1237.07
whitesideReference,123.94,-196.12,1035.09
