landmark,x, y, z
PCLOrigin,-112.41,36.64,1348.10
femoralCenter,-118.58,14.23,1329.33
greaterTrochanter,-133.86,24.41,1744.00
hipCenter,-88.06,18.99,1742.65
lateralCondyle,-143.20,23.32,1326.00
lateralEpicondyle,-157.78,24.84,1349.50
lateralPosteriorCondyle,-144.60,50.46,1346.53
medialCondyle,-95.64,30.00,1321.01
medialEpicondyle,-79.34,32.88,1346.08
medialPosteriorCondyle,-97.79,59.30,1342.86
medialSulcus,-81.34,38.67,1343.83
midfemurCenter,-119.27,10.35,1543.00
whitesideReference,-115.10,-1.13,1345.35
