landmark,x, y, z
hipCenter,-98.35,26.37,1376.66
greaterTrochanter,-135.79,54.98,1386.24
femoralCenter,-135.29,11.30,981.07
whitesideReference,-138.76,-6.52,995.41
lateralCondyle,-154.87,22.04,975.79
medialCondyle,-109.01,12.21,970.42
lateralPosteriorCondyle,-147.73,52.71,996.45
medialPosteriorCondyle,-104.69,41.59,993.19
midfemurCenter,-138.12,16.56,1182.49
PCLOrigin,-121.70,27.91,999.76
lateralEpicondyle,-169.36,34.05,1000.77
medialSulcus,-93.52,15.98,993.65
medialEpicondyle,-93.07,10.21,997.33
