landmark,x, y, z
PCLOrigin,-80.80,5.01,1368.77
femoralCenter,-89.23,-18.91,1342.02
greaterTrochanter,-135.61,-6.87,1832.25
hipCenter,-83.64,-13.51,1829.30
lateralCondyle,-117.91,-10.87,1335.00
lateralEpicondyle,-135.24,-7.66,1366.91
lateralPosteriorCondyle,-121.09,19.84,1361.33
medialCondyle,-59.44,-2.15,1332.40
medialEpicondyle,-42.14,-2.53,1359.43
medialPosteriorCondyle,-64.47,28.54,1357.47
medialSulcus,-44.57,4.34,1357.86
midfemurCenter,-110.49,-31.29,1593.99
whitesideReference,-85.75,-38.12,1354.92
