landmark,x, y, z
hipCenter,-95.94,164.84,-154.32
greaterTrochanter,-138.55,186.92,-149.50
femoralCenter,-104.02,154.38,-577.99
whitesideReference,-104.04,141.25,-571.11
lateralCondyle,-131.94,163.67,-583.95
medialCondyle,-76.13,164.34,-587.98
lateralPosteriorCondyle,-123.76,194.21,-560.06
medialPosteriorCondyle,-70.30,196.45,-559.25
midfemurCenter,-108.67,150.40,-495.00
PCLOrigin,-94.04,176.12,-555.60
lateralEpicondyle,-143.08,170.90,-555.27
medialSulcus,-59.58,167.86,-561.65
medialEpicondyle,-58.62,160.94,-560.99
