landmark,x, y, z
hipCenter,-102.94,-5.58,-72.92
greaterTrochanter,-147.76,15.70,-84.46
femoralCenter,-81.38,-50.58,-507.78
whitesideReference,-81.70,-68.82,-495.61
lateralCondyle,-103.41,-40.52,-514.36
medialCondyle,-54.58,-40.04,-518.12
lateralPosteriorCondyle,-102.49,-12.46,-492.41
medialPosteriorCondyle,-57.92,-10.18,-493.14
midfemurCenter,-112.69,-33.20,-260.00
PCLOrigin,-71.16,-31.33,-491.13
lateralEpicondyle,-118.06,-37.62,-487.42
medialSulcus,-42.56,-38.10,-491.08
medialEpicondyle,-41.02,-43.91,-490.01
