landmark,x, y, z
PCLOrigin,-76.09,24.01,-546.47
femoralCenter,-88.91,3.11,-566.87
greaterTrochanter,-140.38,4.53,-189.37
hipCenter,-95.82,-6.58,-189.61
lateralCondyle,-108.14,10.29,-570.61
lateralEpicondyle,-123.85,18.31,-547.21
lateralPosteriorCondyle,-108.68,40.22,-549.24
medialCondyle,-63.02,11.61,-574.36
medialEpicondyle,-47.92,12.78,-547.90
medialPosteriorCondyle,-62.84,41.35,-550.50
medialSulcus,-48.89,17.85,-551.42
midfemurCenter,-108.45,-7.90,-370.64
whitesideReference,-87.38,-13.18,-556.06
