landmark,x, y, z
PCLOrigin,-79.29,-152.16,-496.79
femoralCenter,-80.24,-177.55,-521.79
greaterTrochanter,-134.17,-142.69,-79.80
hipCenter,-90.86,-146.82,-78.29
lateralCondyle,-104.76,-178.34,-527.33
lateralEpicondyle,-124.69,-177.00,-498.52
lateralPosteriorCondyle,-117.86,-150.91,-505.68
medialCondyle,-60.58,-159.80,-528.79
medialEpicondyle,-41.10,-154.01,-497.86
medialPosteriorCondyle,-71.30,-128.29,-505.04
medialSulcus,-46.89,-149.25,-502.87
midfemurCenter,-94.22,-175.54,-294.80
whitesideReference,-73.06,-194.48,-507.12
