landmark,x, y, z
PCLOrigin,93.98,-112.55,-399.14
femoralCenter,110.03,-133.82,-423.79
greaterTrochanter,138.44,-127.47,56.17
hipCenter,87.36,-147.58,39.40
lateralCondyle,132.48,-118.93,-431.79
lateralEpicondyle,148.94,-114.24,-400.24
lateralPosteriorCondyle,125.02,-87.65,-405.31
medialCondyle,78.74,-129.40,-434.80
medialEpicondyle,63.32,-134.27,-400.22
medialPosteriorCondyle,74.40,-95.18,-406.83
medialSulcus,62.89,-128.04,-403.95
midfemurCenter,125.56,-145.04,-184.81
whitesideReference,111.94,-155.50,-407.52
