landmark,x, y, z
PCLOrigin,-63.40,34.47,-560.84
femoralCenter,-70.44,15.41,-581.93
greaterTrochanter,-129.52,-4.07,-147.71
hipCenter,-81.23,-15.89,-151.94
lateralCondyle,-94.45,19.01,-587.81
lateralEpicondyle,-110.08,20.77,-562.19
lateralPosteriorCondyle,-97.75,48.46,-566.88
medialCondyle,-47.13,26.29,-590.30
medialEpicondyle,-30.61,24.14,-560.58
medialPosteriorCondyle,-50.19,56.17,-567.25
medialSulcus,-33.89,31.29,-564.35
midfemurCenter,-82.99,-6.14,-454.07
whitesideReference,-66.58,-6.22,-569.60
