landmark,x, y, z
PCLOrigin,-81.16,187.51,-461.01
femoralCenter,-92.98,167.68,-479.24
greaterTrochanter,-113.18,205.56,-96.69
hipCenter,-75.36,187.04,-101.59
lateralCondyle,-115.99,180.45,-485.47
lateralEpicondyle,-128.97,187.25,-461.96
lateralPosteriorCondyle,-110.96,206.93,-465.14
medialCondyle,-69.12,175.79,-489.22
medialEpicondyle,-54.57,173.73,-463.32
medialPosteriorCondyle,-64.90,201.35,-468.37
medialSulcus,-54.52,179.55,-466.66
midfemurCenter,-103.66,172.62,-284.25
whitesideReference,-96.49,151.24,-465.97
