landmark,x, y, z
PCLOrigin,-65.12,-122.38,1083.36
femoralCenter,-72.04,-145.31,1061.87
greaterTrochanter,-136.74,-133.73,1484.66
hipCenter,-81.43,-145.52,1482.45
lateralCondyle,-98.10,-139.77,1054.78
lateralEpicondyle,-115.80,-136.14,1079.18
lateralPosteriorCondyle,-101.23,-109.99,1076.84
medialCondyle,-48.66,-129.31,1051.92
medialEpicondyle,-31.98,-131.02,1081.02
medialPosteriorCondyle,-53.12,-100.28,1076.26
medialSulcus,-34.27,-123.03,1076.72
midfemurCenter,-98.68,-154.58,1279.87
whitesideReference,-70.31,-163.35,1072.88
