landmark,x, y, z
hipCenter,-71.28,18.38,-134.44
greaterTrochanter,-119.68,34.80,-134.42
femoralCenter,-126.27,3.29,-531.33
whitesideReference,-124.62,-13.57,-519.34
lateralCondyle,-146.42,9.90,-534.37
medialCondyle,-103.29,13.11,-540.61
lateralPosteriorCondyle,-145.02,39.46,-513.46
medialPosteriorCondyle,-100.73,40.96,-519.67
midfemurCenter,-113.36,5.20,-326.88
PCLOrigin,-116.68,20.35,-512.84
lateralEpicondyle,-160.72,17.28,-506.67
medialSulcus,-84.88,15.36,-517.19
medialEpicondyle,-83.98,9.43,-513.36
