landmark,x, y, z
PCLOrigin,-92.79,34.14,1266.22
femoralCenter,-101.27,12.85,1246.53
greaterTrochanter,-147.02,10.61,1636.71
hipCenter,-95.11,4.58,1638.24
lateralCondyle,-124.47,17.63,1241.43
lateralEpicondyle,-141.60,20.32,1264.98
lateralPosteriorCondyle,-129.15,44.84,1261.93
medialCondyle,-76.06,26.43,1238.51
medialEpicondyle,-59.99,24.88,1265.31
medialPosteriorCondyle,-78.37,53.53,1260.03
medialSulcus,-61.61,29.52,1262.00
midfemurCenter,-113.68,2.98,1450.49
whitesideReference,-98.44,-2.37,1257.84
