landmark,x, y, z
PCLOrigin,-103.94,-138.02,1136.71
femoralCenter,-114.11,-157.27,1115.55
greaterTrochanter,-146.74,-165.33,1539.34
hipCenter,-101.07,-177.01,1536.26
lateralCondyle,-134.91,-150.94,1112.39
lateralEpicondyle,-151.75,-147.79,1138.27
lateralPosteriorCondyle,-137.23,-122.37,1133.13
medialCondyle,-87.66,-144.20,1105.55
medialEpicondyle,-70.46,-148.05,1132.83
medialPosteriorCondyle,-87.77,-117.17,1127.55
medialSulcus,-72.75,-141.29,1129.21
midfemurCenter,-119.05,-174.76,1331.53
whitesideReference,-112.90,-176.18,1129.24
