landmark,x, y, z
PCLOrigin,-123.05,-37.60,949.39
femoralCenter,-132.44,-60.84,924.44
greaterTrochanter,-149.01,23.76,1382.48
hipCenter,-96.44,4.54,1372.05
lateralCondyle,-156.41,-49.94,918.14
lateralEpicondyle,-177.27,-44.51,945.67
lateralPosteriorCondyle,-161.64,-16.26,941.48
medialCondyle,-101.16,-52.13,915.52
medialEpicondyle,-80.78,-52.95,943.74
medialPosteriorCondyle,-98.45,-16.25,942.42
medialSulcus,-81.51,-46.36,941.23
midfemurCenter,-150.77,-38.52,1158.49
whitesideReference,-132.58,-80.67,946.10
