landmark,x, y, z
PCLOrigin,-89.66,-2.43,1307.53
femoralCenter,-96.52,-24.81,1286.52
greaterTrochanter,-144.49,-1.42,1733.34
hipCenter,-88.69,-10.30,1733.03
lateralCondyle,-123.16,-22.09,1280.50
lateralEpicondyle,-138.55,-21.53,1305.87
lateralPosteriorCondyle,-126.34,5.98,1300.90
medialCondyle,-67.88,-11.75,1277.98
medialEpicondyle,-52.52,-10.51,1307.74
medialPosteriorCondyle,-74.66,19.75,1300.15
medialSulcus,-55.11,-5.33,1304.21
midfemurCenter,-118.15,-32.89,1518.50
whitesideReference,-92.27,-40.87,1296.37
