landmark,x, y, z
hipCenter,-63.33,35.34,-16.41
greaterTrochanter,-108.71,44.64,-15.85
femoralCenter,-78.42,-14.01,-406.20
whitesideReference,-72.36,-29.53,-392.88
lateralCondyle,-102.99,-8.92,-411.61
medialCondyle,-56.17,2.53,-417.86
lateralPosteriorCondyle,-107.02,16.21,-392.47
medialPosteriorCondyle,-61.39,30.75,-397.35
midfemurCenter,-79.87,-10.63,-307.88
PCLOrigin,-72.78,8.60,-389.04
lateralEpicondyle,-115.83,-8.26,-387.41
medialSulcus,-44.30,10.46,-393.78
medialEpicondyle,-40.80,4.60,-390.02
