landmark,x, y, z
hipCenter,-93.31,26.80,-105.11
greaterTrochanter,-142.74,35.73,-95.85
femoralCenter,-89.84,49.89,-496.80
whitesideReference,-91.96,27.15,-479.89
lateralCondyle,-113.03,56.96,-501.91
medialCondyle,-61.09,56.51,-504.36
lateralPosteriorCondyle,-111.38,90.21,-480.29
medialPosteriorCondyle,-60.08,90.89,-479.48
midfemurCenter,-111.31,28.59,-291.88
PCLOrigin,-79.98,70.10,-474.72
lateralEpicondyle,-131.41,64.04,-476.06
medialSulcus,-45.36,60.63,-475.10
medialEpicondyle,-45.34,54.64,-471.93
