landmark,x, y, z
PCLOrigin,-122.15,20.12,-528.98
femoralCenter,-138.63,-1.89,-547.41
greaterTrochanter,-162.78,49.18,-123.96
hipCenter,-105.88,27.93,-129.00
lateralCondyle,-161.78,12.95,-553.49
lateralEpicondyle,-176.31,21.03,-529.38
lateralPosteriorCondyle,-153.53,43.03,-534.04
medialCondyle,-105.41,7.05,-560.01
medialEpicondyle,-91.48,-1.11,-531.35
medialPosteriorCondyle,-104.76,35.20,-538.75
medialSulcus,-92.25,5.29,-535.05
midfemurCenter,-145.62,6.46,-330.88
whitesideReference,-140.83,-18.85,-535.92
