landmark,x, y, z
PCLOrigin,-87.70,-17.72,475.81
femoralCenter,-99.68,-39.21,450.08
greaterTrochanter,-138.05,-5.93,907.23
hipCenter,-87.51,-43.30,903.37
lateralCondyle,-128.80,-26.63,445.14
lateralEpicondyle,-145.38,-17.82,476.33
lateralPosteriorCondyle,-124.83,8.22,468.06
medialCondyle,-73.64,-31.50,438.99
medialEpicondyle,-50.62,-36.85,469.78
medialPosteriorCondyle,-67.06,1.47,465.00
medialSulcus,-50.91,-30.09,465.92
midfemurCenter,-119.81,-43.92,685.12
whitesideReference,-106.95,-59.14,461.92
