landmark,x, y, z
PCLOrigin,99.77,-128.26,1191.82
femoralCenter,111.41,-149.21,1172.37
greaterTrochanter,131.37,-125.29,1559.92
hipCenter,89.49,-147.71,1550.19
lateralCondyle,129.61,-138.55,1167.37
lateralEpicondyle,144.08,-132.13,1193.67
lateralPosteriorCondyle,127.11,-109.14,1187.56
medialCondyle,89.32,-138.75,1163.37
medialEpicondyle,69.94,-138.69,1188.72
medialPosteriorCondyle,86.51,-109.75,1184.38
medialSulcus,70.52,-133.06,1186.63
midfemurCenter,119.26,-155.99,1367.35
whitesideReference,111.10,-163.16,1183.63
