landmark,x, y, z
PCLOrigin,-114.68,9.22,975.30
femoralCenter,-120.07,-17.08,950.51
greaterTrochanter,-145.96,6.15,1432.55
hipCenter,-90.95,-8.11,1418.18
lateralCondyle,-144.91,-11.21,948.51
lateralEpicondyle,-167.60,-10.87,977.00
lateralPosteriorCondyle,-153.58,20.93,972.06
medialCondyle,-95.73,2.14,940.51
medialEpicondyle,-73.50,5.23,972.47
medialPosteriorCondyle,-103.70,33.55,967.54
medialSulcus,-77.44,11.99,968.73
midfemurCenter,-122.89,-21.98,1195.49
whitesideReference,-115.25,-31.70,960.09
