landmark,x, y, z
hipCenter,-94.64,-142.62,-201.90
greaterTrochanter,-133.84,-118.26,-197.89
femoralCenter,-118.73,-146.02,-602.61
whitesideReference,-116.47,-165.16,-588.29
lateralCondyle,-136.75,-139.05,-606.81
medialCondyle,-95.95,-136.45,-611.14
lateralPosteriorCondyle,-138.28,-110.19,-587.57
medialPosteriorCondyle,-92.34,-109.75,-591.92
midfemurCenter,-120.17,-150.96,-395.81
PCLOrigin,-108.43,-127.72,-583.88
lateralEpicondyle,-153.89,-132.67,-581.06
medialSulcus,-78.51,-131.10,-592.10
medialEpicondyle,-76.26,-137.71,-588.37
