landmark,x, y, z
PCLOrigin,-77.42,27.74,1257.66
femoralCenter,-88.50,11.23,1233.51
greaterTrochanter,-139.44,4.47,1686.80
hipCenter,-91.52,1.10,1687.20
lateralCondyle,-115.27,13.93,1228.51
lateralEpicondyle,-127.13,20.75,1256.28
lateralPosteriorCondyle,-112.32,43.26,1250.35
medialCondyle,-65.04,14.63,1225.50
medialEpicondyle,-46.95,16.44,1256.61
medialPosteriorCondyle,-64.82,46.39,1250.49
medialSulcus,-48.26,21.81,1252.89
midfemurCenter,-106.30,-6.96,1468.49
whitesideReference,-90.15,-12.01,1250.10
