landmark,x, y, z
PCLOrigin,-40.57,21.60,-503.20
femoralCenter,-45.77,2.03,-525.34
greaterTrochanter,-129.68,11.69,-129.23
hipCenter,-78.77,-3.42,-122.10
lateralCondyle,-70.20,6.99,-531.61
lateralEpicondyle,-85.76,8.96,-509.05
lateralPosteriorCondyle,-76.26,30.72,-512.40
medialCondyle,-25.23,13.22,-531.61
medialEpicondyle,-10.27,15.07,-501.52
medialPosteriorCondyle,-28.78,41.52,-510.45
medialSulcus,-11.80,21.88,-504.67
midfemurCenter,-81.06,-15.89,-317.88
whitesideReference,-45.06,-15.23,-515.48
