landmark,x, y, z
hipCenter,-90.07,-43.84,1431.44
greaterTrochanter,-142.90,-18.94,1425.93
femoralCenter,-72.58,-33.58,988.98
whitesideReference,-74.90,-51.09,1004.99
lateralCondyle,-96.84,-22.50,979.50
medialCondyle,-44.37,-24.66,979.00
lateralPosteriorCondyle,-98.56,7.92,1002.34
medialPosteriorCondyle,-37.70,5.92,1002.86
midfemurCenter,-105.77,-44.30,1191.50
PCLOrigin,-62.26,-12.24,1008.57
lateralEpicondyle,-114.76,-15.01,1007.47
medialSulcus,-28.92,-17.13,1002.50
medialEpicondyle,-28.46,-29.34,1008.48
