landmark,x, y, z
PCLOrigin,-68.66,-141.69,-453.33
femoralCenter,-73.49,-161.76,-477.70
greaterTrochanter,-137.83,-141.95,-66.91
hipCenter,-88.81,-152.13,-68.59
lateralCondyle,-98.75,-155.02,-482.70
lateralEpicondyle,-114.09,-153.09,-457.42
lateralPosteriorCondyle,-100.94,-127.98,-461.63
medialCondyle,-52.98,-146.25,-483.88
medialEpicondyle,-36.64,-150.97,-453.64
medialPosteriorCondyle,-56.40,-120.38,-461.63
medialSulcus,-37.65,-145.08,-456.53
midfemurCenter,-99.62,-175.09,-266.71
whitesideReference,-71.51,-183.79,-458.11
