landmark,x, y, z
hipCenter,-77.10,-7.79,1404.61
greaterTrochanter,-129.93,-10.84,1413.41
femoralCenter,-78.24,0.31,997.41
whitesideReference,-72.27,-16.02,1008.34
lateralCondyle,-97.95,1.32,992.54
medialCondyle,-57.99,14.40,990.51
lateralPosteriorCondyle,-108.93,29.56,1016.34
medialPosteriorCondyle,-63.81,44.56,1013.75
midfemurCenter,-96.32,-23.30,1207.49
PCLOrigin,-74.45,20.72,1020.82
lateralEpicondyle,-118.54,4.19,1019.32
medialSulcus,-43.79,24.18,1015.46
medialEpicondyle,-40.89,17.58,1016.63
