landmark,x, y, z
PCLOrigin,105.74,-112.98,-771.28
femoralCenter,113.05,-130.81,-791.69
greaterTrochanter,128.88,-135.18,-387.12
hipCenter,80.85,-146.33,-388.93
lateralCondyle,134.21,-128.40,-795.69
lateralEpicondyle,150.07,-123.31,-772.12
lateralPosteriorCondyle,137.47,-100.08,-776.01
medialCondyle,89.01,-120.24,-799.70
medialEpicondyle,75.13,-119.47,-774.14
medialPosteriorCondyle,92.95,-93.75,-778.06
medialSulcus,76.63,-113.38,-777.28
midfemurCenter,112.15,-148.59,-584.71
whitesideReference,109.56,-150.64,-778.11
