landmark,x, y, z
hipCenter,-95.43,-23.89,1407.15
greaterTrochanter,-145.86,-21.55,1407.37
femoralCenter,-86.84,4.80,1010.00
whitesideReference,-79.98,-13.20,1022.23
lateralCondyle,-108.41,6.88,1006.32
medialCondyle,-65.28,21.02,1004.02
lateralPosteriorCondyle,-114.86,34.46,1026.77
medialPosteriorCondyle,-70.01,48.46,1025.17
midfemurCenter,-105.22,-15.14,1159.99
PCLOrigin,-80.08,28.28,1030.46
lateralEpicondyle,-124.80,8.92,1030.15
medialSulcus,-49.60,26.32,1027.65
medialEpicondyle,-47.25,21.62,1030.22
