landmark,x, y, z
PCLOrigin,-66.88,23.59,-475.09
femoralCenter,-78.91,1.15,-496.27
greaterTrochanter,-126.06,17.78,-29.06
hipCenter,-71.01,1.72,-40.86
lateralCondyle,-101.47,14.60,-506.13
lateralEpicondyle,-120.71,18.41,-476.76
lateralPosteriorCondyle,-98.94,45.26,-482.90
medialCondyle,-49.02,11.84,-506.12
medialEpicondyle,-30.97,7.15,-472.88
medialPosteriorCondyle,-47.72,43.06,-481.34
medialSulcus,-32.53,14.10,-478.10
midfemurCenter,-102.05,-12.10,-261.14
whitesideReference,-79.59,-17.39,-482.87
