landmark,x, y, z
hipCenter,-81.23,-144.61,-273.78
greaterTrochanter,-122.92,-130.62,-270.88
femoralCenter,-77.69,-131.82,-690.28
whitesideReference,-73.66,-147.79,-679.95
lateralCondyle,-102.90,-125.43,-697.97
medialCondyle,-56.58,-120.26,-701.80
lateralPosteriorCondyle,-103.55,-99.04,-679.09
medialPosteriorCondyle,-54.24,-93.18,-681.51
midfemurCenter,-92.89,-143.89,-473.12
PCLOrigin,-69.85,-112.20,-673.11
lateralEpicondyle,-116.80,-121.02,-672.22
medialSulcus,-42.72,-114.51,-679.83
medialEpicondyle,-39.87,-119.58,-676.48
