landmark,x, y, z
PCLOrigin,-84.03,-103.17,-520.43
femoralCenter,-91.80,-123.93,-542.50
greaterTrochanter,-148.20,-112.28,-119.50
hipCenter,-89.94,-120.93,-125.39
lateralCondyle,-115.10,-119.80,-547.49
lateralEpicondyle,-134.07,-115.81,-519.59
lateralPosteriorCondyle,-123.05,-89.86,-523.27
medialCondyle,-66.54,-112.61,-551.43
medialEpicondyle,-45.52,-114.87,-520.44
medialPosteriorCondyle,-69.28,-82.62,-525.56
medialSulcus,-48.42,-106.76,-524.69
midfemurCenter,-111.22,-138.48,-325.51
whitesideReference,-89.19,-142.41,-528.24
