landmark,x, y, z
PCLOrigin,90.90,-117.67,-525.53
femoralCenter,99.67,-138.05,-548.50
greaterTrochanter,147.07,-136.08,-111.27
hipCenter,89.66,-141.58,-114.94
lateralCondyle,124.94,-131.50,-554.65
lateralEpicondyle,139.95,-128.41,-528.74
lateralPosteriorCondyle,128.73,-101.95,-533.16
medialCondyle,75.58,-127.01,-559.26
medialEpicondyle,57.25,-129.52,-528.78
medialPosteriorCondyle,78.55,-96.52,-533.38
medialSulcus,58.51,-121.38,-532.65
midfemurCenter,113.48,-156.54,-324.31
whitesideReference,98.69,-155.34,-541.23
