landmark,x, y, z
hipCenter,58.77,138.56,-111.14
greaterTrochanter,102.44,162.37,-101.59
femoralCenter,119.13,108.84,-467.37
whitesideReference,117.41,92.03,-452.61
lateralCondyle,139.25,120.74,-471.20
medialCondyle,93.24,118.31,-476.58
lateralPosteriorCondyle,131.46,148.45,-452.41
medialPosteriorCondyle,92.46,151.07,-455.51
midfemurCenter,112.31,120.42,-282.60
PCLOrigin,105.96,132.09,-449.18
lateralEpicondyle,150.88,130.02,-445.55
medialSulcus,75.30,129.77,-457.29
medialEpicondyle,73.57,121.66,-452.97
