landmark,x, y, z
hipCenter,-93.59,-19.27,1741.25
greaterTrochanter,-145.49,-4.33,1739.99
femoralCenter,-85.12,-20.51,1299.00
whitesideReference,-86.43,-40.37,1319.24
lateralCondyle,-109.14,-15.64,1291.43
medialCondyle,-56.69,-11.77,1290.15
lateralPosteriorCondyle,-105.58,18.85,1311.08
medialPosteriorCondyle,-55.47,17.07,1312.16
midfemurCenter,-114.91,3.89,1522.99
PCLOrigin,-77.17,1.45,1319.04
lateralEpicondyle,-128.36,-7.10,1315.25
medialSulcus,-43.06,-9.89,1318.57
medialEpicondyle,-42.41,-15.59,1320.91
