landmark,x, y, z
PCLOrigin,-47.82,192.40,-499.09
femoralCenter,-59.14,171.66,-519.04
greaterTrochanter,-82.48,197.27,-85.74
hipCenter,-32.92,180.61,-94.98
lateralCondyle,-82.59,183.45,-524.24
lateralEpicondyle,-98.18,192.41,-496.96
lateralPosteriorCondyle,-77.66,212.53,-504.16
medialCondyle,-36.51,181.53,-529.75
medialEpicondyle,-15.00,176.66,-503.42
medialPosteriorCondyle,-32.36,209.41,-508.68
medialSulcus,-16.70,183.77,-507.13
midfemurCenter,-61.94,168.70,-422.75
whitesideReference,-60.63,154.74,-502.50
