landmark,x, y, z
PCLOrigin,-82.44,25.16,1239.83
femoralCenter,-90.38,3.84,1216.47
greaterTrochanter,-146.60,13.14,1641.56
hipCenter,-95.96,-3.46,1636.16
lateralCondyle,-115.36,9.44,1210.51
lateralEpicondyle,-132.61,8.96,1234.73
lateralPosteriorCondyle,-118.91,37.65,1230.96
medialCondyle,-64.57,14.09,1207.68
medialEpicondyle,-48.59,19.44,1235.40
medialPosteriorCondyle,-70.76,46.20,1232.08
medialSulcus,-50.39,24.96,1232.60
midfemurCenter,-113.33,-9.05,1432.49
whitesideReference,-86.10,-14.87,1229.61
