landmark,x, y, z
PCLOrigin,-103.84,-114.19,-622.83
femoralCenter,-112.06,-140.04,-645.93
greaterTrochanter,-146.56,-123.09,-190.97
hipCenter,-87.85,-131.69,-197.40
lateralCondyle,-138.30,-131.92,-652.79
lateralEpicondyle,-155.05,-128.26,-626.72
lateralPosteriorCondyle,-139.92,-99.90,-629.14
medialCondyle,-84.20,-126.51,-657.51
medialEpicondyle,-66.81,-126.83,-624.79
medialPosteriorCondyle,-89.06,-93.18,-631.43
medialSulcus,-69.19,-119.57,-629.14
midfemurCenter,-125.41,-141.52,-415.81
whitesideReference,-109.71,-157.77,-631.94
