landmark,x, y, z
hipCenter,83.94,-150.03,-382.73
greaterTrochanter,127.15,-126.49,-377.05
femoralCenter,100.36,-158.62,-781.04
whitesideReference,100.17,-178.35,-765.53
lateralCondyle,119.91,-150.77,-784.49
medialCondyle,77.44,-153.26,-787.98
lateralPosteriorCondyle,117.73,-121.17,-765.30
medialPosteriorCondyle,73.05,-122.89,-766.44
midfemurCenter,112.07,-164.04,-575.52
PCLOrigin,91.11,-139.79,-758.98
lateralEpicondyle,134.02,-143.78,-760.89
medialSulcus,62.75,-141.90,-766.90
medialEpicondyle,62.03,-151.49,-762.29
