landmark,x, y, z
PCLOrigin,-90.91,48.16,-549.62
femoralCenter,-104.80,26.95,-574.80
greaterTrochanter,-146.02,48.56,-127.91
hipCenter,-92.96,35.52,-126.19
lateralCondyle,-130.06,43.31,-580.63
lateralEpicondyle,-148.85,46.63,-551.49
lateralPosteriorCondyle,-125.98,72.46,-559.42
medialCondyle,-73.43,35.08,-585.62
medialEpicondyle,-55.93,29.70,-551.88
medialPosteriorCondyle,-68.95,68.10,-558.89
medialSulcus,-56.15,38.30,-555.53
midfemurCenter,-118.37,17.47,-343.14
whitesideReference,-107.20,5.75,-559.06
