landmark,x, y, z
hipCenter,-92.18,-18.78,1427.61
greaterTrochanter,-138.18,-22.37,1432.81
femoralCenter,-118.08,-17.42,1058.87
whitesideReference,-111.27,-33.26,1068.15
lateralCondyle,-140.50,-16.53,1055.54
medialCondyle,-98.41,-4.40,1050.24
lateralPosteriorCondyle,-144.30,11.26,1076.22
medialPosteriorCondyle,-103.10,24.19,1068.80
midfemurCenter,-117.19,-29.43,1247.99
PCLOrigin,-113.32,0.48,1078.36
lateralEpicondyle,-153.60,-13.87,1082.12
medialSulcus,-79.94,4.71,1070.50
medialEpicondyle,-78.54,0.76,1072.20
